"","ID2003_d","Area2003","elev_MEAN.2003","ovslp_MEAN.2003","dstrds00_MEAN.2003","dstrds16_MEAN.2003","PAs_MEAN.2003","prmforlag_MEAN.2003","dstrds.2001","dstrds.2002","dstrds.2003","dstrds.2004","dstrds.2005","dstrds.2006","dstrds.2007","dstrds.2008","dstrds.2009","dstrds.2010","dstrds.2011","dstrds.2012","dstrds.2013","dstrds.2014","dstrds.2015","dstrds.2016","pop.2003","AreaNonFor_3km","AreaFor_3km","VCA","HKDII","AreaConc","Area2003_z","elev_MEAN.2003_z","ovslp_MEAN.2003_z","dstrds00_MEAN.2003_z","PAs_MEAN.2003_z","prmforlag_MEAN.2003_z","AreaNonFor_3km_z","AreaFor_3km_z","AreaConc_z","pop.2003_z","ps03.1","distance","weights"
"X66",1501060028,38260615,1224.076,0.9409011,1946.646,8386.00398992582,0.8815669,0.8501118,2349.10587437036,2751.56574874073,3154.02562311109,3556.48549748145,3958.94537185182,4361.40524622218,4763.86512059255,5166.32499496291,5568.78486933327,5971.24474370364,6373.704618074,6776.16449244436,7178.62436681473,7581.08424118509,7983.54411555545,8386.00398992582,221.499833349748,418.77,4.41,1,1,0,-0.428850097663044,0.597474223652452,1.02866065693071,-0.961728354450448,1.32205203140521,1.3500378255386,-0.496498858909186,-0.493177226637134,-0.212619414964987,2.90114988349458,0.227499899707056,0.238407457214952,1
"X67",1501060029,45570610,1225.975,0.9506436,968.6358,5639.75707399172,0.8047461,0.7561992,1260.58087962448,1552.52595924897,1844.47103887345,2136.41611849793,2428.36119812241,2720.30627774689,3012.25135737138,3304.19643699586,3596.14151662034,3888.08659624483,4180.03167586931,4471.97675549379,4763.92183511827,5055.86691474276,5347.81199436724,5639.75707399172,272.998733322709,817.47,26.28,0,0,0,-0.375939324140277,0.601490730749615,1.07409370230556,-1.23242006181783,1.05969428221092,1.0479879463071,-0.181747632870457,-0.477787968112743,-0.212619414964987,3.87238483250744,0.215081156636904,0.240054378067809,1
"X72",1501070048,7051731,1128.371,0.6983012,2216.563,1541.1423087184,0.1652829,0.02580151,2174.3492067949,2132.1354135898,2089.9216203847,2047.7078271796,2005.4940339745,1963.2802407694,1921.0664475643,1878.8526543592,1836.6388611541,1794.425067949,1752.2112747439,1709.9974815388,1667.7836883337,1625.5698951286,1583.3561019235,1541.1423087184,55.172087020874,398.88,0,1,1,0,-0.654744396253167,0.395051995251184,-0.10267650135885,-0.887021266960479,-1.12419505302869,-1.3011806855428,-0.512200895242044,-0.49628041045481,-0.212619414964987,-0.235680617932929,0.13272537182359,0.137871741423769,1
"X75",1501071007,42157368,1266.319,0.8680643,7451.551,1759.75854900434,0.552358,0.4870306,7095.81397181277,6740.07694362554,6384.33991543831,6028.60288725109,5672.86585906386,5317.12883087663,4961.3918026894,4605.65477450217,4249.91774631494,3894.18071812771,3538.44368994048,3182.70666175325,2826.96963356603,2471.2326053788,2115.49557719157,1759.75854900434,56.4530415217082,1349.46,533.52,1,0,0,-0.400644850538092,0.686820884687453,0.688994489175052,0.561908242944193,0.197740568640869,0.182264463804091,0.238228551579865,-0.120858498798051,-0.212619414964987,-0.211522669317354,0.217004269175438,0.220137579763945,1
"X77",1501071013,5238601,1078.15,0.6417222,1994.172,756.76514989324,0.1069537,0.2374851,1916.83407186833,1839.49614373666,1762.15821560498,1684.82028747331,1607.48235934164,1530.14443120997,1452.80650307829,1375.46857494662,1298.13064681495,1220.79271868327,1143.4547905516,1066.11686241993,988.778934288257,911.441006156585,834.103078024913,756.76514989324,55.1725709279378,340.02,110.61,0,0,0,-0.667868086597324,0.288831351266648,-0.366526260072125,-0.948574203211185,-1.32340044563464,-0.620345496283954,-0.558667554797197,-0.418447493884945,-0.212619414964987,-0.235671491768046,0.126143891211256,0.159764688389735,1
"X81",1501080001,25476671,1330.892,0.9167256,3121.166,6079.13350495543,0.6099491,0.5984313,3306.03896905971,3490.91193811943,3675.78490717914,3860.65787623886,4045.53084529857,4230.40381435829,4415.276783418,4600.14975247771,4785.02272153743,4969.89569059714,5154.76865965686,5339.64162871657,5524.51459777628,5709.387566836,5894.26053589571,6079.13350495543,117.598815260262,747.45,5.49,1,1,0,-0.521382085128389,0.823396931441071,0.915920950647936,-0.636647057612092,0.394425208342916,0.54056109259836,-0.237024484757169,-0.492417263253214,-0.212619414964987,0.941645892933436,0.226974512422553,0.239708310065567,1
"X87",1501080017,19980545,1286.67,0.8757714,5356.531,6659.57243169389,0.6470429,0.6503311,5437.97108948087,5519.41117896174,5600.85126844261,5682.29135792347,5763.73144740434,5845.17153688521,5926.61162636608,6008.05171584695,6089.49180532781,6170.93189480868,6252.37198428955,6333.81207377042,6415.25216325129,6496.69225273216,6578.13234221303,6659.57243169389,55.5147954194442,339.03,33.3,0,0,0,-0.561163819320901,0.729864558165267,0.724935677166693,-0.017947203112319,0.521107641708137,0.707485747246821,-0.559449104116932,-0.472848206117259,-0.212619414964987,-0.229217365821013,0.212083887634954,0.211912125582634,1
"X88",1501080018,15668779,1309.731,0.8548535,3144.264,3984.97519577175,0.1721999,0.2980471,3196.80844973573,3249.35289947147,3301.8973492072,3354.44179894294,3406.98624867867,3459.53069841441,3512.07514815014,3564.61959788588,3617.16404762161,3669.70849735735,3722.25294709308,3774.79739682882,3827.34184656455,3879.88629630028,3932.43074603602,3984.97519577175,55.1735674004806,780.21,200.43,1,1,0,-0.59237298900011,0.778640055883898,0.627387419548347,-0.630254039362617,-1.10057217288195,-0.425560719949168,-0.211162307267756,-0.355243872455552,-0.212619414964987,-0.235652698959661,0.165827015631172,0.206506734955974,1
"X89",1501080019,12245573,1253.504,0.7401309,2277.073,2458.88915067826,0.2457546,0.1287951,2288.43650941739,2299.80001883478,2311.16352825217,2322.52703766956,2333.89054708696,2345.25405650435,2356.61756592174,2367.98107533913,2379.34458475652,2390.70809417391,2402.0716035913,2413.43511300869,2424.79862242608,2436.16213184347,2447.52564126087,2458.88915067826,55.1746066502162,477.9,0,0,0,0,-0.617150636233491,0.659716335740561,0.0923915672186911,-0.870273430166138,-0.849368780901378,-0.96992373577122,-0.44981904953956,-0.49628041045481,-0.212619414964987,-0.235633099401912,0.151668812996265,0.15668657230035,1
"X93",1501080023,26507126,1449.613,0.9342275,4361.558,4996.77323248849,0.5941596,0.6227165,4401.25895203053,4440.95990406106,4480.66085609159,4520.36180812212,4560.06276015265,4599.76371218318,4639.46466421371,4679.16561624424,4718.86656827477,4758.5675203053,4798.26847233584,4837.96942436637,4877.6703763969,4917.37132842743,4957.07228045796,4996.77323248849,55.1996678161621,813.96,83.61,0,0,0,-0.51392350668471,1.07449947966767,0.997539079141261,-0.293333840342124,0.340501040918167,0.618669266870107,-0.184518580458609,-0.437446578482959,-0.212619414964987,-0.235160462505931,0.251923497896053,0.260831485069507,1
"X94",1501080024,27550451,1358.199,0.9151285,4252.659,3514.44483038413,0.566071,0.5393486,4206.52061439901,4160.38222879802,4114.24384319702,4068.10545759603,4021.96707199504,3975.82868639405,3929.69030079306,3883.55191519206,3837.41352959107,3791.27514399008,3745.13675838909,3698.99837278809,3652.8599871871,3606.72160158611,3560.58321598512,3514.44483038413,55.1745227004542,723.96,27.09,0,0,0,-0.506371773368115,0.881152992158415,0.908473055675579,-0.323474687789932,0.244573090753386,0.350534169696949,-0.255568518616335,-0.477217995574802,-0.212619414964987,-0.235634682638502,0.23834492644593,0.239572104120379,1
"X97",1501080030,54469109,1178.629,0.9559744,7263.9,3577.4905410021,0.6780764,0.6454661,7033.49940881263,6803.09881762526,6572.69822643789,6342.29763525052,6111.89704406315,5881.49645287579,5651.09586168842,5420.69527050105,5190.29467931368,4959.89408812631,4729.49349693894,4499.09290575157,4268.6923145642,4038.29172337683,3807.89113218947,3577.4905410021,55.2337750562981,1204.92,123.39,1,1,0,-0.311530734902997,0.501350896614654,1.09895328437221,0.50997057442172,0.627092989551701,0.691838510747552,0.124122350898556,-0.409454593841885,-0.212619414964987,-0.234517222676501,0.268997130680726,0.265336521532803,1
"X99",1501080032,33060010,1256.015,0.8929903,5996.001,2894.76745252534,0.455669,0.5060841,5802.17390328283,5608.34680656567,5414.5197098485,5220.69261313134,5026.86551641417,4833.038419697,4639.21132297984,4445.38422626267,4251.55712954551,4057.73003282834,3863.90293611117,3670.07583939401,3476.24874267684,3282.42164595968,3088.59454924251,2894.76745252534,55.1774700886494,746.37,229.77,1,1,0,-0.466492809229382,0.665027262186573,0.805234067210844,0.159044024699233,-0.132470889868366,0.243545989115257,-0.237877084015062,-0.33459820052571,-0.212619414964987,-0.235579096860457,0.190027514662256,0.209119191391127,1
"X107",1501090012,19329886,1413.492,0.7647607,5737.355,5559.58011097161,0.7451108,0.5249115,5726.24406943573,5715.13313887145,5704.02220830718,5692.9112777429,5681.80034717863,5670.68941661435,5659.57848605008,5648.46755548581,5637.35662492153,5626.24569435726,5615.13476379298,5604.02383322871,5592.91290266443,5581.80197210016,5570.69104153589,5559.58011097161,55.1791567595109,484.11,12.87,0,0,0,-0.56587338081712,0.998101242249751,0.207249850100259,0.0874565020499347,0.856028307884618,0.30410031192437,-0.444916603806677,-0.487224180129756,-0.212619414964987,-0.235547287371537,0.201929680001076,0.172021918614893,1
"X112",1501090021,8080173,1725.879,0.5789591,7335.75,2526.54751682568,0.2981166,0.3581857,7035.17484480161,6734.59968960321,6434.02453440482,6133.44937920642,5832.87422400803,5532.29906880963,5231.72391361124,4931.14875841284,4630.57360321445,4329.99844801605,4029.42329281766,3728.84813761926,3428.27298242087,3127.69782722247,2827.12267202408,2526.54751682568,55.1811308288574,510.75,55.8,1,1,0,-0.647300388187046,1.65881983232955,-0.659214868762579,0.529857073738748,-0.670542519481149,-0.232137719551442,-0.42388582211199,-0.457015635618914,-0.212619414964987,-0.235510057738629,0.0840053956598075,0.103897639287684,1
"X114",1501090023,11792125,2105.638,0.6001068,7569.27,3414.59996509421,0.5544789,0.4040897,7309.60312281839,7049.93624563678,6790.26936845517,6530.60249127355,6270.93561409194,6011.26873691033,5751.60185972872,5491.93498254711,5232.26810536549,4972.60122818388,4712.93435100227,4453.26747382066,4193.60059663905,3933.93371945743,3674.26684227582,3414.59996509421,55.1806690979004,522.9,0,0,0,0,-0.620432756731843,2.46203453412608,-0.560594964869955,0.594490272354091,0.204983848459176,-0.0844972787986268,-0.414294080460697,-0.49628041045481,-0.212619414964987,-0.23551876567691,0.100846864465919,0.100294197790923,1
"X119",1501090029,25416228,1517.757,0.7369763,7657.966,6943.05268559573,0.6646953,0.5593725,7613.28391784973,7568.60183569947,7523.9197535492,7479.23767139893,7434.55558924866,7389.8735070984,7345.19142494813,7300.50934279786,7255.8272606476,7211.14517849733,7166.46309634706,7121.78101419679,7077.09893204653,7032.41684989626,6987.73476774599,6943.05268559573,55.1797443521434,832.23,23.22,1,1,0,-0.521819580076612,1.21862842102054,0.0776804473891271,0.619039373863112,0.581393969524005,0.414936779961639,-0.17009544301259,-0.479941197700518,-0.212619414964987,-0.235536205765895,0.172265644259833,0.165805542615901,1
"X120",1501090030,10588143,1508.45,0.2767151,6192.429,1658.4312207333,0.1581229,0.08875287,5909.05413879583,5625.67927759166,5342.30441638749,5058.92955518332,4775.55469397916,4492.17983277499,4208.80497157082,3925.43011036665,3642.05524916248,3358.68038795831,3075.30552675414,2791.93066554997,2508.5558043458,2225.18094314164,1941.80608193747,1658.4312207333,55.1808907826742,862.92,28.53,0,0,0,-0.629147348045173,1.19894351762228,-2.06869553248119,0.213410973729786,-1.14864782472895,-1.09871104158173,-0.145867414100806,-0.476204711062908,-0.212619414964987,-0.235514584849746,0.065793714664909,0.0780129098752074,1
"X123",1501090033,5419063,1435.38,0.289819,9132.445,878.044714430483,0.3283508,0.00431822,8616.54498215191,8100.64496430381,7584.74494645572,7068.84492860762,6552.94491075953,6037.04489291143,5521.14487506334,5005.24485721524,4489.34483936715,3973.44482151905,3457.54480367096,2941.64478582286,2425.74476797477,1909.84475012667,1393.94473227858,878.044714430483,55.1816384887695,362.52,0,1,0,0,-0.666561877220783,1.04439576954976,-2.00758697889765,1.02714272287456,-0.567286934266079,-1.3702771129657,-0.540905070257766,-0.49628041045481,-0.212619414964987,-0.235500483610849,0.0515616839558313,0.048129291775347,1
"X127",1502010001,140601189,1423.551,0.9401025,17771.25,5881.87773401309,0.9900779,1,17028.1642333758,16285.0784667516,15541.9927001275,14798.9069335033,14055.8211668791,13312.7354002549,12569.6496336307,11826.5638670065,11083.4781003824,10340.3923337582,9597.306567134,8854.22080050981,8111.13503388563,7368.04926726145,6624.96350063727,5881.87773401309,48.0284383831602,0,147.69,0,0,0,0.31190539301841,1.01937667399823,1.02493647627519,3.41817389521192,1.69263788475249,1.83212130217781,-0.827094221157088,-0.392355417703673,-0.212619414964987,-0.370405072708829,0.112991322472314,0.109473154341757,1
"X133",1502010016,26480307,1270.865,0.747289,1255.667,1392.930122057,0.06611823,0.3462964,1264.24594512856,1272.82489025713,1281.40383538569,1289.98278051425,1298.56172564281,1307.14067077138,1315.71961589994,1324.2985610285,1332.87750615706,1341.45645128563,1350.03539641419,1358.61434154275,1367.19328667131,1375.77223179988,1384.35117692844,1392.930122057,34.2139991521835,995.31,735.39,1,1,0,-0.514117626384533,0.696435966974816,0.125772555886668,-1.15297614027621,-1.46286139887245,-0.270377121177497,-0.0413529550707897,0.0211913237131005,-0.212619414964987,-0.63093619452276,0.184618934819414,0.25166542627679,1
"X134",1502010017,77609282,1296.294,0.5108081,2435.553,1455.18386675593,0.2413605,0.3543812,2374.27992917225,2313.00685834449,2251.73378751674,2190.46071668898,2129.18764586123,2067.91457503347,2006.64150420572,1945.36843337796,1884.09536255021,1822.82229172246,1761.5492208947,1700.27615006695,1639.00307923919,1577.73000841144,1516.45693758368,1455.18386675593,34.0224408653345,2894.31,1892.7,1,1,4.168588559425,-0.144038903119166,0.750219936945203,-0.977029338902886,-0.826409652688579,-0.864375474215358,-0.244374083633964,1.45780074005724,0.835555419865978,-0.193108941854722,-0.634548856211815,0.284206691667624,0.338555290519941,1
"X135",1502010018,52274432,1596.181,0.6346465,5452.093,2017.78086377001,0.6149489,0.8047798,5237.44849148563,5022.80398297125,4808.15947445688,4593.5149659425,4378.87045742813,4164.22594891376,3949.58144039938,3734.93693188501,3520.29242337063,3305.64791485626,3091.00340634188,2876.35889782751,2661.71438931314,2447.06988079876,2232.42537228439,2017.78086377001,34.2169363276164,824.04,1186.38,1,1,0.2665996032,-0.327416116179267,1.38450022333119,-0.399522985672216,0.0085022561463288,0.411500483195841,1.20423710097851,-0.176560987384943,0.338539366781929,-0.211371634255691,-0.630880801350609,0.197008138002853,0.225154786597846,1
"X136",1502010019,99149290,1353.17,0.8248248,2324.917,4129.00837206093,0.9289332,0.9078919,2437.67271075381,2550.42842150762,2663.18413226143,2775.93984301523,2888.69555376904,3001.45126452285,3114.20697527666,3226.96268603047,3339.71839678428,3452.47410753808,3565.22981829189,3677.9855290457,3790.74123979951,3903.49695055332,4016.25266130713,4129.00837206093,34.2132580066549,611.01,91.35,0,0,0,0.011870708989541,0.870516333816323,0.487351977962717,-0.857031263522799,1.48381702025798,1.53587521292841,-0.344736191004282,-0.432000174231529,-0.212619414964987,-0.630950172033737,0.375746876970841,0.336991223586591,1
"X137",1502010020,69882033,1296.82,0.8723133,2498.025,2947.96497914441,0.7655021,0.8007495,2526.14624869653,2554.26749739305,2582.38874608958,2610.5099947861,2638.63124348263,2666.75249217916,2694.87374087568,2722.99498957221,2751.11623826873,2779.23748696526,2807.35873566178,2835.47998435831,2863.60123305484,2891.72248175136,2919.84373044789,2947.96497914441,32.8578899848892,880.92,765.27,1,1,0,-0.199969819869865,0.751332460764638,0.708809219459657,-0.809118777457773,0.92566850391415,1.19127449928005,-0.13165742646926,0.0422169773349028,-0.212619414964987,-0.656511510085704,0.362395271850395,0.348075754559922,1
"X138",1502010021,208019927,1296.595,0.9268164,4629.899,4590.16476666525,0.965989,0.8716356,4627.41561041658,4624.93222083316,4622.44883124973,4619.96544166631,4617.48205208289,4614.99866249947,4612.51527291605,4610.03188333262,4607.5484937492,4605.06510416578,4602.58171458236,4600.09832499893,4597.61493541551,4595.13154583209,4592.64815624867,4590.16476666525,34.1928890132904,684.45,23.04,0,0,0,0.799891715513673,0.75085657129815,0.962978253626495,-0.219062954980528,1.61036967634323,1.4192645447499,-0.286759441467577,-0.480067858264504,-0.212619414964987,-0.631334317680386,0.369786003236028,0.318359978441605,1
"X141",1502020002,75101763,1331.825,0.7181309,6215.534,6080.06845450453,0.5384754,0.5331544,6207.06740340653,6198.60080681307,6190.1342102196,6181.66761362613,6173.20101703266,6164.7344204392,6156.26782384573,6147.80122725226,6139.3346306588,6130.86803406533,6122.40143747186,6113.9348408784,6105.46824428493,6097.00164769146,6088.53505109799,6080.06845450453,34.2189717997675,2548.71,830.25,0,0,24.165869789325,-0.16218867885951,0.825370286428777,-0.0102029411977189,0.219805929425261,0.150328830036682,0.330611844450542,1.18496897753157,0.0879414409341234,-0.0995145724050828,-0.630842413701708,0.31374623093904,0.327384698653398,1
"X142",1502020003,76716687,1183.739,0.6518343,3054.822,2715.08211645523,0.222462,0.249437,3033.58825727845,3012.3545145569,2991.12077183535,2969.88702911381,2948.65328639226,2927.41954367071,2906.18580094916,2884.95205822761,2863.71831550606,2842.48457278452,2821.25083006297,2800.01708734142,2778.78334461987,2757.54960189832,2736.31585917677,2715.08211645523,34.2196897073226,1981.35,485.91,0,0,17.2718031194625,-0.150499631463379,0.512158875164683,-0.319369626955872,-0.655009617259815,-0.928917472256881,-0.581904755088555,0.737070167385263,-0.15436021797255,-0.131781249834452,-0.630828874443434,0.234204671472875,0.265475866706833,1
"X144",1502050001,54158903,790.6982,0.9501604,4486.369,9956.53043440767,0.8674322,0.8816745,4828.25408965048,5170.13917930096,5512.02426895144,5853.90935860192,6195.7944482524,6537.67953790288,6879.56462755336,7221.44971720384,7563.33480685431,7905.21989650479,8247.10498615527,8588.99007580575,8930.87516545623,9272.76025510671,9614.64534475719,9956.53043440767,36.5074099222819,437.49,90.09,1,0,0.02437150635,-0.313776049627755,-0.319147687591881,1.0718403538298,-0.258788901354544,1.27377932300414,1.45155252881825,-0.481720471772379,-0.432886798179436,-0.212505347670381,-0.58768399508682,0.364900929147372,0.333487668262241,1
"X145",1502050002,37223032,547.2197,0.8958872,913.3034,4420.68118296795,0.6812302,0.8196523,1132.5145114355,1351.72562287099,1570.93673430649,1790.14784574199,2009.35895717749,2228.57006861298,2447.78118004848,2666.99229148398,2886.20340291947,3105.41451435497,3324.62562579047,3543.83673722596,3763.04784866146,3982.25896009696,4201.47007153246,4420.68118296795,36.3501590817474,533.16,631.35,1,1,0,-0.4363602695748,-0.834120369664898,0.818743432275912,-1.24773485283815,0.63786382075118,1.25207133013275,-0.406194387510716,-0.0520184822712471,-0.212619414964987,-0.59064964119128,0.401735915405697,0.399602040510137,1
"X146",1502050004,92912461,451.3463,0.8288473,5403.009,1801.69595731441,0.7161564,0.7693395,5177.92693483215,4952.8448696643,4727.76280449645,4502.6807393286,4277.59867416075,4052.5166089929,3827.43454382505,3602.35247865721,3377.27041348936,3152.18834832151,2927.10628315366,2702.02421798581,2476.94215281796,2251.86008765011,2026.77802248226,1801.69595731441,34.7630642081207,1083.15,1304.28,0,0,0,-0.0332723378551183,-1.03689877489353,0.506110451149308,-0.00508311521730387,0.75714348485139,1.09025092303297,0.0279917845711516,0.421502036193257,-0.212619414964987,-0.62058119331132,0.349137216878958,0.338641738818912,1
"X149",1502050008,76939535,735.1192,0.9539899,4966.805,8921.35803188178,0.7104546,0.9275113,5213.96456449261,5461.12412898522,5708.28369347783,5955.44325797045,6202.60282246306,6449.76238695567,6696.92195144828,6944.08151594089,7191.2410804335,7438.40064492611,7685.56020941872,7932.71977391134,8179.87933840395,8427.03890289656,8674.19846738917,8921.35803188178,34.2279551473896,0,1150.02,0,0,2.4899557014375,-0.148886626248191,-0.436700846071731,1.08969879337437,-0.125814786032682,0.737670745510535,1.59897683508129,-0.827094221157088,0.312953932856604,-0.20096553906284,-0.630672993749549,0.287664423937816,0.302315654478319,1
"X152",1502061002,100948516,584.8063,0.9416648,2524.338,10804.3267467076,0.1019038,0.6740381,3041.83729666922,3559.33659333845,4076.83589000767,4594.3351866769,5111.83448334612,5629.33378001534,6146.83307668457,6664.33237335379,7181.83167002301,7699.33096669224,8216.83026336146,8734.32956003069,9251.82885669991,9769.32815336913,10286.8274500384,10804.3267467076,34.2302355133327,87.93,4677.03,1,1,0,0.0248937602231292,-0.754622294015485,1.03222208538878,-0.801835917937537,-1.34064682158564,0.783734264346137,-0.757678431576989,2.79480435389518,-0.212619414964987,-0.630629987566861,0.198850917129868,0.302233338669754,1
"X156",1503020001,45504011,284.3087,0.7600174,2693.817,2326.9226714051,0.000850441,0,2670.88610446282,2647.95520892564,2625.02431338846,2602.09341785127,2579.16252231409,2556.23162677691,2533.30073123973,2510.36983570255,2487.43894016537,2464.50804462819,2441.57714909101,2418.64625355382,2395.71535801664,2372.78446247946,2349.85356694228,2326.9226714051,25.9336908693667,979.38,279.27,0,0,0.136512033,-0.376421377083657,-1.39019403866031,0.185130007747006,-0.754927859235372,-1.68576340219612,-1.38416574803165,-0.0539287941247073,-0.299766545429351,-0.211980490227967,-0.78709729305292,0.190572736915441,0.213490459881602,1
"X158",1503020005,126456895,399.0721,0.9139731,7545.835,6425.81453593999,0.002811568,0.8371782,7475.83372099625,7405.8324419925,7335.83116298875,7265.829883985,7195.82860498125,7125.8273259775,7055.82604697375,6985.82476797,6915.82348896625,6845.8222099625,6775.82093095875,6705.819651955,6635.81837295125,6565.81709394749,6495.81581494374,6425.81453593999,25.3709266069773,219.24,3724.56,0,0,0,0.209527000629163,-1.14746206888959,0.903084978629019,0.588003979918537,-1.67906577778185,1.30843965534601,-0.654016571804866,2.12457997955924,-0.212619414964987,-0.797710652172726,0.138740805517457,0.268654222590772,1
"X159",1509010001,429759668,609.5,0.8240243,7485.006,8644.98062350445,0.1483459,0.3228389,7557.50441396903,7630.00282793806,7702.50124190709,7774.99965587611,7847.49806984514,7919.99648381417,7992.4948977832,8064.99331175223,8137.49172572126,8209.99013969028,8282.48855365931,8354.98696762834,8427.48538159737,8499.9837955664,8572.48220953543,8644.98062350445,43.7829798629761,0,6422.58,1,0,587.5244421228,2.4048751959467,-0.702393530821583,0.483618936872384,0.571167850942121,-1.18203815278948,-0.345823174657786,-0.827094221157088,4.02309517315679,2.53720337667106,-0.450471592412205,0.160550998486435,0.19105145446119,1
"X164",1605030001,276958060,879.1256,0.8992811,9269.568,9322.30686305789,0.9624262,0.9184206,9272.86417894112,9276.16035788224,9279.45653682335,9282.75271576447,9286.04889470559,9289.34507364671,9292.64125258782,9295.93743152894,9299.23361047006,9302.52978941118,9305.8259683523,9309.12214729341,9312.41832623453,9315.71450517565,9319.01068411677,9322.30686305789,35.1217530141977,1017.63,28.98,1,0,3.782208506875,1.2988756330465,-0.132118051107578,0.834570500553842,1.06509535260105,1.59820203178825,1.56973853439395,-0.0237325704076735,-0.475888059652941,-0.194917337554647,-0.613816561358702,0.323588378848538,0.288606917386455,1
