"","ID2003_d","X","Area2003","elev_MEAN.2003","ovslp_MEAN.2003","dstrds00_MEAN.2003","dstrds16_MEAN.2003","mdvp.2003","PAs_MEAN.2003","prmforlag_MEAN.2003","dstrds.2003","pop.2003_pds","pop.2003","AreaNonFor_3km","AreaFor_3km","VCA","HKDII","AreaConc","year","dstrds","HKD","KSNP_AreaForLoss_Ha2","nonKSNP_AreaForLoss_Ha","All_AreaForLoss_Ha","KSNP_AreaForLoss_Ha2_trunc","All_AreaForLoss_Ha_trunc","nonKSNP_AreaForLoss_Ha_trunc","pop.2003_pds_imp","mdvp.2003_imp","Area2003_z","elev_MEAN.2003_z","ovslp_MEAN.2003_z","dstrds00_MEAN.2003_z","PAs_MEAN.2003_z","prmforlag_MEAN.2003_z","AreaNonFor_3km_z","AreaFor_3km_z","AreaConc_z","pop.2003_pds_z","All_AreaForLoss_Ha_trunc_z","ps03.1","distance","weights"
"X70",1501070019,70,6914402,1138.405,0.6938696,1635.266,1686.78063026934,0.1666667,0.2728101,0.190941,1644.9249931755,1582,167.313730773926,295.92,0,0,0,0,2003,1644.9249931755,0,0.09,0,0.09,0.09,0.27,0.18,1582,0.1666667,-0.655738402899835,0.416274550392277,-0.123342766063312,-1.04791148816424,-0.756969065156085,-0.770044682377608,-0.593482024494483,-0.49628041045481,-0.212619414964987,-0.282220115564867,-0.32496436296632,0.132892042650615,0.144333626338061,0.566037735849057
"X71",1501070041,71,201644259,1505.61,0.8566487,14615.06,8478.65091375478,0.1666667,0.8248891,0.7802667,13464.483296329,988,55.1153855319698,2145.15,1377.09,0,0,26.4380829081375,2003,13464.483296329,0,5.4,4.23,9.63,24.3,54.9,30.6,988,0.1666667,0.753743732429642,1.19293673502304,0.635759131435126,2.54460993864392,1.12848648617157,1.12539593488802,0.866381054832326,0.472736234325902,-0.0888798090257252,-0.391586527212135,-0.177986399705951,0.253863584270882,0.249598404995402,0.566037735849057
"X72",1501070048,72,7051731,1128.371,0.6983012,2216.563,1541.1423087184,0.05555556,0.1652829,0.02580151,2089.9216203847,1150,55.172087020874,398.88,0,1,1,0,2003,2089.9216203847,249998963,0.54,0,0.54,0.81,2.61,1.8,1150,0.05555556,-0.654744396253167,0.395051995251184,-0.10267650135885,-0.887021266960479,-1.12419505302869,-1.3011806855428,-0.512200895242044,-0.49628041045481,-0.212619414964987,-0.361759324035607,-0.318668766516947,0.103377447725762,0.114078777842339,1
"X73",1501071005,73,50102413,1421.804,0.902627,9789.792,7549.2454910946,0.3888889,0.9189068,0.8572558,9369.68952958024,746,55.1727440143454,405.18,0,0,0,0,2003,9369.68952958024,0,3.06,0.18,3.24,5.04,5.58,0.54,746,0.3888889,-0.343137495659848,1.01568165667399,0.850173726267954,1.20908191099635,1.44957494341783,1.3730149802253,-0.507227399571003,-0.49628041045481,-0.212619414964987,-0.436143213438799,-0.310678201792742,0.193864060183611,0.173753659401356,0.566037735849057
"X74",1501071006,74,45944960,1473.135,0.9114283,10679.01,6743.07009955433,0.5555556,0.9060627,0.7953824,9941.02126866644,437,55.1735316189853,427.05,0,0,0,0,2003,9941.02126866644,0,0,0.18,0.18,0,0.36,0.36,437,0.5555556,-0.37322972610796,1.12425002202653,0.891217592037288,1.45519789081109,1.40570988126766,1.17401236505287,-0.489962264598676,-0.49628041045481,-0.212619414964987,-0.493035841719954,-0.324722224641344,0.170451964692685,0.149459222767148,0.566037735849057
"X75",1501071007,75,42157368,1266.319,0.8680643,7451.551,1759.75854900434,0.3888889,0.552358,0.4870306,6384.33991543831,800,56.4530415217082,1349.46,533.52,1,0,0,2003,6384.33991543831,124886863,0.63,1.08,1.71,1.08,4.59,3.51,800,0.3888889,-0.400644850538092,0.686820884687453,0.688994489175052,0.561908242944193,0.197740568640869,0.182264463804091,0.238228551579865,-0.120858498798051,-0.212619414964987,-0.426200812379957,-0.313341723367477,0.22861924287877,0.232536555173649,1
"X79",1501071016,79,5372239,1153.639,0.8276382,2518.784,1327.84642530023,0.1111111,0.09681742,0.2835846,2295.48320474379,1389,55.1731727600098,288,149.13,0,0,0,2003,2295.48320474379,0,0,0,0,0,0.63,0.63,1389,0.1111111,-0.666900795928584,0.448495439869994,0.500471950234478,-0.803373142950854,-1.35801778372541,-0.472076271412823,-0.599734419052363,-0.391342133191779,-0.212619414964987,-0.317754993423323,-0.323995809666416,0.111080593632668,0.155524794246332,0.566037735849057
"X81",1501080001,81,25476671,1330.892,0.9167256,3121.166,6079.13350495543,0.1666667,0.6099491,0.5984313,3675.78490717914,704,117.598815260262,747.45,5.49,1,1,0,2003,3675.78490717914,249968640,0,0.72,0.72,0.09,2.52,2.43,704,0.1666667,-0.521382085128389,0.823396931441071,0.915920950647936,-0.636647057612092,0.394425208342916,0.54056109259836,-0.237024484757169,-0.492417263253214,-0.212619414964987,-0.443876192040121,-0.318910904841923,0.271922083393265,0.272812204275634,1
"X83",1501080006,83,19079607,1537.375,0.9083408,4918.234,3137.72365472223,0.2222222,0.5164789,0.558395,4584.38831026042,799,55.1748807466947,676.62,169.2,0,0,0,2003,4584.38831026042,0,0,0.27,0.27,0,0.36,0.36,799,0.2222222,-0.56768493547434,1.26012175236975,0.876819385458394,-0.139258170282194,0.0752065684857461,0.411792859370059,-0.2929407860873,-0.377219480307255,-0.212619414964987,-0.426384930918084,-0.324722224641344,0.178132653942197,0.196185030693781,0.566037735849057
"X88",1501080018,88,15668779,1309.731,0.8548535,3144.264,3984.97519577175,0.5,0.1721999,0.2980471,3301.8973492072,588,55.1735674004806,780.21,200.43,1,1,0,2003,3301.8973492072,249999128,0,1.53,1.53,0,4.5,4.5,588,0.5,-0.59237298900011,0.778640055883898,0.627387419548347,-0.630254039362617,-1.10057217288195,-0.425560719949168,-0.211162307267756,-0.355243872455552,-0.212619414964987,-0.46523394246282,-0.313583861692453,0.140276740237807,0.184375208722172,1
"X89",1501080019,89,12245573,1253.504,0.7401309,2277.073,2458.88915067826,0.1666667,0.2457546,0.1287951,2311.16352825217,1352,55.1746066502162,477.9,0,0,0,0,2003,2311.16352825217,0,0,3.6,3.6,0,6.3,6.3,1352,0.1666667,-0.617150636233491,0.659716335740561,0.0923915672186911,-0.870273430166138,-0.849368780901378,-0.96992373577122,-0.44981904953956,-0.49628041045481,-0.212619414964987,-0.324567379334011,-0.308741095192935,0.117647203236138,0.128253911787017,0.566037735849057
"X90",1501080020,90,8921207,1183.6,0.7696108,1648.687,2154.88701031395,0.1666667,0.1197822,0.082073,1743.59950193387,917,55.1746127735485,303.39,0,0,0,0,2003,1743.59950193387,0,0,2.16,2.16,0.18,8.82,8.64,917,0.1666667,-0.641212865623906,0.511864881227608,0.229867742158006,-1.04419685062306,-1.27958866047308,-1.12019542095981,-0.587584879627392,-0.49628041045481,-0.212619414964987,-0.404658943419131,-0.30196122209361,0.0983278393788046,0.118567357143133,0.566037735849057
"X93",1501080023,93,26507126,1449.613,0.9342275,4361.558,4996.77323248849,0.2222222,0.5941596,0.6227165,4480.66085609159,1181,55.1996678161621,813.96,83.61,0,0,0,2003,4480.66085609159,0,0,1.53,1.53,0,5.22,5.22,1181,0.2222222,-0.51392350668471,1.07449947966767,0.997539079141261,-0.293333840342124,0.340501040918167,0.618669266870107,-0.184518580458609,-0.437446578482959,-0.212619414964987,-0.356051649353679,-0.311646755092646,0.235381360871748,0.246466968326664,1.13207547169811
"X97",1501080030,97,54469109,1178.629,0.9559744,7263.9,3577.4905410021,0.1666667,0.6780764,0.6454661,6572.69822643789,768,55.2337750562981,1204.92,123.39,1,1,0,2003,6572.69822643789,249999744,0,3.6,3.6,1.17,11.52,10.35,768,0.1666667,-0.311530734902997,0.501350896614654,1.09895328437221,0.50997057442172,0.627092989551701,0.691838510747552,0.124122350898556,-0.409454593841885,-0.212619414964987,-0.432092605600012,-0.294697072344333,0.281325844602261,0.27626899974666,1
"X99",1501080032,99,33060010,1256.015,0.8929903,5996.001,2894.76745252534,0.5,0.455669,0.5060841,5414.5197098485,946,55.1774700886494,746.37,229.77,1,1,0,2003,5414.5197098485,249998736,0,3.42,3.42,1.17,11.25,10.08,946,0.5,-0.466492809229382,0.665027262186573,0.805234067210844,0.159044024699233,-0.132470889868366,0.243545989115257,-0.237877084015062,-0.33459820052571,-0.212619414964987,-0.399319505813457,-0.295423487319261,0.16795678111666,0.18911202134228,1
"X100",1501080035,100,49693187,1796.042,0.8247962,9451.357,6539.25998918989,0.5,0.9342329,0.7312262,8905.3388104731,851,54.7662362308826,326.34,0,0,0,0,2003,8905.3388104731,0,0.27,0,0.27,5.94,7.65,1.71,851,0.5,-0.346099531092926,1.80721908849503,0.487218605101776,1.11541054848614,1.50191651106522,0.96766760980222,-0.569467145397172,-0.49628041045481,-0.212619414964987,-0.416810766935494,-0.305109020318297,0.136133483110364,0.112569674799905,0.566037735849057
"X101",1501080036,101,64292047,1633.223,0.8319777,11523.2,10451.4985033087,0.5,0.852109,0.8598368,11322.2559693704,1471,55.045230662028,624.69,326.7,0,0,2.865817995025,2003,11322.2559693704,0,1.08,3.15,4.23,8.46,20.7,12.24,1471,0.5,-0.240430925963842,1.46284643496527,0.520708717019615,1.68885111083116,1.22144765941233,1.38131621710189,-0.333936600404308,-0.266391486818839,-0.199206370205645,-0.302657273296932,-0.269998963196792,0.142228996460645,0.140627187271588,0.566037735849057
"X103",1501090001,103,12124310,1311.716,0.8186609,2871.405,1350.88549966654,0.2777778,0.1791122,0.1700564,2586.30759368748,1613,55.1780232111613,809.19,15.39,0,0,0,2003,2586.30759368748,0,0,1.26,1.26,0,2.7,2.7,1613,0.2777778,-0.618028354909043,0.782838458510475,0.458607328397812,-0.705775407729284,-1.07696534413562,-0.837215550906413,-0.188284227180968,-0.485450932233942,-0.212619414964987,-0.276512440882939,-0.318426628191971,0.130540525624898,0.157429128408338,0.566037735849057
"X107",1501090012,107,19329886,1413.492,0.7647607,5737.355,5559.58011097161,0.05555556,0.7451108,0.5249115,5704.02220830718,1200,55.1791567595109,484.11,12.87,0,0,0,2003,5704.02220830718,0,0,0.09,0.09,3.51,3.87,0.36,1200,0.05555556,-0.56587338081712,0.998101242249751,0.207249850100259,0.0874565020499347,0.856028307884618,0.30410031192437,-0.444916603806677,-0.487224180129756,-0.212619414964987,-0.352553397129272,-0.315278829967284,0.184666512629904,0.157571018431996,1.13207547169811
"X112",1501090021,112,8080173,1725.879,0.5789591,7335.75,2526.54751682568,0.2777778,0.2981166,0.3581857,6434.02453440482,746,55.1811308288574,510.75,55.8,1,1,0,2003,6434.02453440482,249999025,0,0.27,0.27,0,1.26,1.26,746,0.2777778,-0.647300388187046,1.65881983232955,-0.659214868762579,0.529857073738748,-0.670542519481149,-0.232137719551442,-0.42388582211199,-0.457015635618914,-0.212619414964987,-0.436143213438799,-0.322300841391585,0.067909001138829,0.0881990115512861,1
"X113",1501090022,113,16973890,2046.472,0.7198219,8069.499,3689.24857245106,0.05555556,0.5538356,0.4581456,7248.20204483457,1075,55.1810496280068,744.39,14.31,0,0,0,2003,7248.20204483457,0,0.27,0.27,0.54,2.34,4.41,2.07,1075,0.05555556,-0.582926411739377,2.33689464001825,-0.00231715420989396,0.732942654634644,0.202786855716889,0.0893620123587907,-0.239440182654532,-0.486210895617862,-0.212619414964987,-0.375568214395111,-0.313826000017429,0.088304679811868,0.0939106577404756,0.566037735849057
"X117",1501090026,117,50514046,2088.211,0.7836884,9681.158,7766.70323779027,0.2777778,0.8697178,0.7320958,9322.19773208567,1104,55.1607299943404,642.06,0,0,0,0,2003,9322.19773208567,0,2.79,0,2.79,15.21,15.66,0.450000000000001,1104,0.2777778,-0.34015803802171,2.42517530864832,0.295517035416317,1.1790144097186,1.28158508487538,0.970464493021082,-0.320223962339867,-0.49628041045481,-0.212619414964987,-0.370228776789436,-0.283558709395442,0.118434939657428,0.107963388114766,0.566037735849057
"X118",1501090028,118,35143517,1798.222,0.6593249,8591.195,7040.34646451106,0.3333333,0.6459817,0.6555089,8300.41089959582,1340,55.1803391411191,1020.69,78.03,0,0,0,2003,8300.41089959582,0,0,1.35,1.35,1.17,14.31,13.14,1340,0.3333333,-0.451412092072927,1.81182992865924,-0.284438062194783,0.877336630246283,0.5174834404053,0.724139038335395,-0.0213168725103107,-0.441373055966549,-0.212619414964987,-0.326776801791532,-0.28719078427008,0.141480027996266,0.153037378640823,1.13207547169811
"X119",1501090029,119,25416228,1517.757,0.7369763,7657.966,6943.05268559573,0.1111111,0.6646953,0.5593725,7523.9197535492,1460,55.1797443521434,832.23,23.22,1,1,0,2003,7523.9197535492,249997274,0.18,0.9,1.08,7.29,10.71,3.42,1460,0.1111111,-0.521819580076612,1.21862842102054,0.0776804473891271,0.619039373863112,0.581393969524005,0.414936779961639,-0.17009544301259,-0.479941197700518,-0.212619414964987,-0.304682577216326,-0.296876317269116,0.160427866077662,0.155327216762999,1
"X123",1501090033,123,5419063,1435.38,0.289819,9132.445,878.044714430483,0.2222222,0.3283508,0.00431822,7584.74494645572,2308,55.1816384887695,362.52,0,1,0,0,2003,7584.74494645572,114253800,0,0.09,0.09,0.81,2.07,1.26,2308,0.2222222,-0.666561877220783,1.04439576954976,-2.00758697889765,1.02714272287456,-0.567286934266079,-1.3702771129657,-0.540905070257766,-0.49628041045481,-0.212619414964987,-0.148550056884873,-0.320121596466802,0.0415020150971314,0.0405335498043517,1
"X125",1501090038,125,7655059,1455.239,0.2176623,7402.997,1508.88664935158,0.2777778,0.09101599,0.02634055,6297.85130925342,918,55.1812524795532,669.69,25.74,0,0,0,2003,6297.85130925342,0,0,0,0,0,2.07,2.07,918,0.2777778,-0.650377423202167,1.08639883139418,-2.34408157732721,0.548469563920685,-1.3778307786032,-1.29944697817126,-0.298411631325445,-0.478167949804703,-0.212619414964987,-0.404474824881005,-0.320121596466802,0.0465591724368576,0.0609436069147022,0.566037735849057
"X126",1501090039,126,23491281,1798.004,0.8177778,9754.444,3419.09162463046,0.2777778,0.8939847,0.4918774,8566.56542961821,1422,52.186669254303,245.25,0,0,0,0,2003,8566.56542961821,0,1.26,0,1.26,7.65,9,1.35,1422,0.2777778,-0.535752617617723,1.81136884464282,0.454489091562243,1.19929836224397,1.36446119738557,0.197853163879046,-0.633483139677283,-0.49628041045481,-0.212619414964987,-0.311679081665141,-0.301476945443658,0.0962474910143029,0.0701039613697347,0.566037735849057
"X132",1502010015,132,126653604,1630.471,0.8656984,5362.188,5739.61457276167,0.1666667,0.4246845,0.8231269,5432.95548239281,1846,34.2387267252604,945.63,3760.83,0,0,1.34727771255,2003,5432.95548239281,0,0,0.63,0.63,0,22.32,22.32,1846,0.1666667,0.210950808080316,1.45702577802404,0.677961382472216,-0.0163814699649783,-0.238288893324595,1.2632466411174,-0.0805725209338548,2.15010208320257,-0.206313677373462,-0.233612821499415,-0.265640473347226,0.187043388511493,0.265676889098567,1.69811320754717
"X133",1502010016,133,26480307,1270.865,0.747289,1255.667,1392.930122057,0.3888889,0.06611823,0.3462964,1281.40383538569,866,34.2139991521835,995.31,735.39,1,1,0,2003,1281.40383538569,249982666,0,0.9,0.9,0,7.11,7.11,866,0.3888889,-0.514117626384533,0.696435966974816,0.125772555886668,-1.15297614027621,-1.46286139887245,-0.270377121177497,-0.0413529550707897,0.0211913237131005,-0.212619414964987,-0.414048988863594,-0.306561850268152,0.173133607565488,0.253735346371294,1
"X134",1502010017,134,77609282,1296.294,0.5108081,2435.553,1455.18386675593,0.3888889,0.2413605,0.3543812,2251.73378751674,2249,34.0224408653345,2894.31,1892.7,1,1,4.168588559425,2003,2251.73378751674,249993540,0,0.81,0.81,6.3,59.49,53.19,2249,0.3888889,-0.144038903119166,0.750219936945203,-0.977029338902886,-0.826409652688579,-0.864375474215358,-0.244374083633964,1.45780074005724,0.835555419865978,-0.193108941854722,-0.159413050634349,-0.165637345132181,0.367425666803494,0.443799073140295,1
"X135",1502010018,135,52274432,1596.181,0.6346465,5452.093,2017.78086377001,0.5555556,0.6149489,0.8047798,4808.15947445688,403,34.2169363276164,824.04,1186.38,1,1,0.2665996032,2003,4808.15947445688,249896096,0,5.94,5.94,0,30.78,30.78,403,0.5555556,-0.327416116179267,1.38450022333119,-0.399522985672216,0.0085022561463288,0.411500483195841,1.20423710097851,-0.176560987384943,0.338539366781929,-0.211371634255691,-0.499295872016262,-0.242879470799491,0.193798680198232,0.229246127449486,1
"X136",1502010019,136,99149290,1353.17,0.8248248,2324.917,4129.00837206093,0.7777778,0.9289332,0.9078919,2663.18413226143,117,34.2132580066549,611.01,91.35,0,0,0,2003,2663.18413226143,0,0,0.99,0.99,0.63,14.31,13.68,117,0.7777778,0.011870708989541,0.870516333816323,0.487351977962717,-0.857031263522799,1.48381702025798,1.53587521292841,-0.344736191004282,-0.432000174231529,-0.212619414964987,-0.551953773920502,-0.28719078427008,0.401540024840329,0.364731885596707,0.566037735849057
"X137",1502010020,137,69882033,1296.82,0.8723133,2498.025,2947.96497914441,0.6111111,0.7655021,0.8007495,2582.38874608958,328,32.8578899848892,880.92,765.27,1,1,0,2003,2582.38874608958,242749430,0.09,0.18,0.27,1.62,4.95,3.33,328,0.6111111,-0.199969819869865,0.751332460764638,0.708809219459657,-0.809118777457773,0.92566850391415,1.19127449928005,-0.13165742646926,0.0422169773349028,-0.212619414964987,-0.513104762375766,-0.312373170067573,0.393790467335856,0.384244708785294,1
"X138",1502010021,138,208019927,1296.595,0.9268164,4629.899,4590.16476666525,0.6111111,0.965989,0.8716356,4622.44883124973,215,34.1928890132904,684.45,23.04,0,0,0,2003,4622.44883124973,0,11.07,3.96,15.03,33.75,47.88,14.13,215,0.6111111,0.799891715513673,0.75085657129815,0.962978253626495,-0.219062954980528,1.61036967634323,1.4192645447499,-0.286759441467577,-0.480067858264504,-0.212619414964987,-0.533910157184084,-0.196873189054071,0.325871333206432,0.28167584610642,1.13207547169811
"X139",1502010022,139,223834287,992.2898,0.916284,4354.11,4455.79760113902,0.7777778,0.9679435,0.9517826,4373.17642521357,315,34.2413798606757,315.72,401.85,0,0,0,2003,4373.17642521357,0,1.35,0.54,1.89,11.7,14.76,3.06,315,0.7777778,0.914358280862556,0.107231507841764,0.913861599060814,-0.295395282887889,1.61704466828291,1.67704030296304,-0.577851038099783,-0.213510701354367,-0.212619414964987,-0.515498303371413,-0.285980092645201,0.3864576177267,0.341936034287079,1.13207547169811
"X144",1502050001,144,54158903,790.6982,0.9501604,4486.369,9956.53043440767,0.2777778,0.8674322,0.8816745,5512.02426895144,467,36.5074099222819,437.49,90.09,1,0,0.02437150635,2003,5512.02426895144,124998225,0,2.79,2.79,0,5.85,5.85,467,0.2777778,-0.313776049627755,-0.319147687591881,1.0718403538298,-0.258788901354544,1.27377932300414,1.45155252881825,-0.481720471772379,-0.432886798179436,-0.212505347670381,-0.487512285576152,-0.309951786817814,0.405931519788761,0.372754449807195,1
"X145",1502050002,145,37223032,547.2197,0.8958872,913.3034,4420.68118296795,0.2222222,0.6812302,0.8196523,1570.93673430649,479,36.3501590817474,533.16,631.35,1,1,0,2003,1570.93673430649,249958763,0,1.98,1.98,1.17,5.4,4.23,479,0.2222222,-0.4363602695748,-0.834120369664898,0.818743432275912,-1.24773485283815,0.63786382075118,1.25207133013275,-0.406194387510716,-0.0520184822712471,-0.212619414964987,-0.485302863118632,-0.311162478442694,0.488460778760235,0.489602599820645,1
"X146",1502050004,146,92912461,451.3463,0.8288473,5403.009,1801.69595731441,0.3333333,0.7161564,0.7693395,4727.76280449645,441,34.7630642081207,1083.15,1304.28,0,0,0,2003,4727.76280449645,0,0,2.25,2.25,5.85,18.81,12.96,441,0.3333333,-0.0332723378551183,-1.03689877489353,0.506110451149308,-0.00508311521730387,0.75714348485139,1.09025092303297,0.0279917845711516,0.421502036193257,-0.212619414964987,-0.492299367567447,-0.275083868021285,0.448653670223027,0.437839371352689,1.69811320754717
"X148",1502050007,148,66631426,801.1323,0.957264,5220.514,11439.2003476749,0.2222222,0.8104841,0.8766411,6386.51769018905,987,34.2278002652255,67.95,406.26,0,0,0.5626191032875,2003,6386.51769018905,0,0,1.71,1.71,0,6.66,6.66,987,0.2222222,-0.223498171228317,-0.297078895226157,1.10496718792011,-0.0555937163705544,1.07929065148691,1.43536366957972,-0.773451517848005,-0.210407517536691,-0.209986157993345,-0.391770645750261,-0.307772541893031,0.308042590551333,0.293379816950113,0.566037735849057
"X150",1502050011,150,108214697,456.0678,0.9241164,2179.249,3940.66561988566,0.4444444,0.1814969,0.5471933,2509.51461622856,581,34.2283730957031,423.72,3645.36,0,0,43.196601674975,2003,2509.51461622856,0,0,7.47,7.47,0.09,65.7,65.61,581,0.4444444,0.0774874018420951,-1.0269124988223,0.950387109411754,-0.897348961261322,-1.06882113677897,0.375764976719728,-0.492591112310511,2.06884933140507,-0.0104439967340585,-0.466522772229707,-0.148929800708844,0.26248129247047,0.350593021053799,0.566037735849057
"X152",1502061002,152,100948516,584.8063,0.9416648,2524.338,10804.3267467076,0.4444444,0.1019038,0.6740381,4076.83589000767,1708,34.2302355133327,87.93,4677.03,1,1,0,2003,4076.83589000767,249979982,0,4.68,4.68,0,52.2,52.2,1708,0.4444444,0.0248937602231292,-0.754622294015485,1.03222208538878,-0.801835917937537,-1.34064682158564,0.783734264346137,-0.757678431576989,2.79480435389518,-0.212619414964987,-0.259021179760901,-0.185250549455228,0.152838694708169,0.255566096905812,1
"X155",1503010007,155,155672536,515.2376,0.9445922,5940.047,5526.6485146124,0.6111111,0.001052303,0.8858598,5862.53478398982,1040,25.2196115483237,0,1860.21,0,0,0,2003,5862.53478398982,0,0,0.99,0.99,0,29.34,29.34,1040,0.6111111,0.42099392560975,-0.901764567470155,1.04587368374961,0.143557188473972,-1.68507400479375,1.46501365500949,-0.827094221157088,0.812693188066367,-0.212619414964987,-0.382012363229546,-0.246753683999106,0.132315939912591,0.280290684486983,0.566037735849057
"X164",1605030001,164,276958060,879.1256,0.8992811,9269.568,9322.30686305789,0.6666667,0.9624262,0.9184206,9279.45653682335,949,35.1217530141977,1017.63,28.98,1,0,3.782208506875,2003,9279.45653682335,1.25e+08,5.67,0.81,6.48,105.75,128.88,23.13,949,0.6666667,1.2988756330465,-0.132118051107578,0.834570500553842,1.06509535260105,1.59820203178825,1.56973853439395,-0.0237325704076735,-0.475888059652941,-0.194917337554647,-0.398767150199077,0.0210513034242352,0.240414048622198,0.215432894799167,1
"X165",1605030002,165,31685764,243.2799,0.6874396,3316.765,3222.93229960081,0.6111111,0.6678407,0.4898313,3299.17136867515,693,34.2724005780901,1054.44,0,1,0,0.2019967455,2003,3299.17136867515,1.25e+08,0.09,1.26,1.35,33.3,57.15,23.85,693,0.6111111,-0.476439795358725,-1.47697258862771,-0.153328342841381,-0.582509557543735,0.592136113114226,0.191272318945613,0.00532685429883676,-0.49628041045481,-0.211673998545195,-0.445901495959515,-0.171932941581554,0.389970957611288,0.342224687885771,1
"X166",1605030003,166,143778878,691.6385,0.7916742,8817.839,7161.54846626327,0.3333333,0.8435554,0.7005301,8507.28452492436,1494,34.3566144977501,2014.56,0,1,0,0,2003,8507.28452492436,1.25e+08,2.07,1.8,3.87,119.43,201.15,81.72,1494,0.3333333,0.334905953621363,-0.528665322185278,0.332757909294125,0.940066703331997,1.19223547672863,0.868940140880286,0.763287594565464,-0.49628041045481,-0.212619414964987,-0.298422546920018,0.21548837837988,0.241641306126002,0.217396201589651,1
"X167",1605030004,167,10968868,173.8956,0.5272354,1203.689,1111.85943294835,0.6111111,0.0195242,0.0007383101,1186.47095617782,1092,34.2717654091971,1039.86,0,1,0,0,2003,1186.47095617782,1.25e+08,0,0,0,0,15.66,15.66,1092,0.6111111,-0.62639160686485,-1.62372484422629,-0.900422485807027,-1.16736250717253,-1.62198893772509,-1.38179113081798,-0.00618323568271508,-0.49628041045481,-0.212619414964987,-0.372438199246957,-0.283558709395442,0.221190904041584,0.258317561221547,1
"X168",1605030005,168,14717689,167.4706,0.5273617,1341.912,1419.44662454779,0.5555556,0.00868236,0,1356.44974210271,3388,34.2721105475175,1135.26,0,1,0,0,2003,1356.44974210271,124513610,0,0.09,0.09,1.17,25.02,23.85,3388,0.5555556,-0.599257112394143,-1.6373141323249,-0.899833500060982,-1.12910542164577,-1.6590158983858,-1.38416574803165,0.0691296987644752,-0.49628041045481,-0.212619414964987,0.050297964291977,-0.258376323597949,0.211804036246856,0.250563499104659,1
"X172",1605030010,172,196772962,589.7858,0.6997041,9774.471,7507.2972596027,0.6111111,0.8318187,0.5611683,9349.37592367551,907,129.537425024468,2895.75,140.94,0,0,0,2003,9349.37592367551,0,3.6,0.18,3.78,171.18,259.65,88.47,907,0.6111111,0.71848459855484,-0.744090331356019,-0.0961342360926052,1.20484139525472,1.1521523977322,0.420712588246405,1.45893753906777,-0.397105188853176,-0.212619414964987,-0.406500128800398,0.372878289614212,0.252618943818793,0.217114080128242,0.566037735849057
