"","ID2003_d","X","Area2003","elev_MEAN.2003","ovslp_MEAN.2003","dstrds00_MEAN.2003","dstrds16_MEAN.2003","mdvp.2003","PAs_MEAN.2003","prmforlag_MEAN.2003","dstrds.2003","pop.2003_pds","pop.2003","AreaNonFor_3km","AreaFor_3km","VCA","HKDII","AreaConc","year","dstrds","HKD","KSNP_AreaForLoss_Ha2","nonKSNP_AreaForLoss_Ha","All_AreaForLoss_Ha","KSNP_AreaForLoss_Ha2_trunc","All_AreaForLoss_Ha_trunc","nonKSNP_AreaForLoss_Ha_trunc","pop.2003_pds_imp","mdvp.2003_imp","Area2003_z","elev_MEAN.2003_z","ovslp_MEAN.2003_z","dstrds00_MEAN.2003_z","PAs_MEAN.2003_z","prmforlag_MEAN.2003_z","AreaNonFor_3km_z","AreaFor_3km_z","AreaConc_z","pop.2003_pds_z","All_AreaForLoss_Ha_trunc_z","ps03.1","distance","weights"
"X174",1605030015,174,200731108,635.6799,0.7578561,8093.45,7249.93372503225,0.4444444,0.7478925,0.7291043,7935.29069844355,2958,34.274987928971,2619.81,265.05,1,0,0,2003,7935.29069844355,1.25e+08,1.53,3.24,4.77,42.21,221.22,179.01,2958,0.4444444,0.747134216861836,-0.647021359071702,0.175051029972443,0.73957176451832,0.865528346297831,0.960842970310381,1.24109842867618,-0.309772729984305,-0.212619414964987,-0.0288730071025096,0.269485224849504,0.299154494647312,0.300160862525046,1
"X176",1613010001,176,32486964,256.6965,0.6943037,4334.316,3602.9193157783,0.3888889,0.4420537,0.3859212,4197.17912170843,1409,34.2766393612593,1212.12,47.34,0,0,0,2003,4197.17912170843,0,1.53,0.45,1.98,33.39,92.07,58.68,1409,0.3888889,-0.470640596898748,-1.44859561700064,-0.121318389876787,-0.30087382662458,-0.178969747763688,-0.142932390070357,0.129806345951174,-0.462968682126292,-0.212619414964987,-0.314072622660788,-0.0779832714909062,0.256380401822891,0.259920611482117,2.26415094339623
"X177",1613010003,177,207072437,628.0959,0.8615306,13140.26,9554.84151367703,0.4444444,0.8640036,0.8602616,12467.9940338144,1150,34.2911878078799,2215.26,340.02,0,0,0,2003,12467.9940338144,0,2.61,0.99,3.6,64.44,158.22,93.78,1150,0.4444444,0.793033649426749,-0.663062006688809,0.658525319191402,2.13641774389439,1.26206999715896,1.38268249584082,0.921728956657195,-0.257018605083819,-0.212619414964987,-0.361759324035607,0.0999883973663773,0.272525773974675,0.265472939594096,0.566037735849057
"X179",1613010010,179,154579817,231.8861,0.4914642,6329.614,6400.296842064,0.4444444,0.1006533,0.4832604,6342.867032887,1389,34.2818347391875,0,2677.41,0,0,28.0881188727562,2003,6342.867032887,0,0,4.68,4.68,0.27,237.6,237.33,1389,0.4444444,0.413084671563335,-1.50107120819783,-1.06723742578271,0.251380763692298,-1.34491751865424,0.170138418367391,-0.827094221157088,1.38773214856626,-0.0811570554222601,-0.317754993423323,0.313554399995118,0.0425984706241119,0.0727196909174193,0.566037735849057
"X180",1613070001,180,205063184,736.2435,0.8288361,8476.789,12129.5490033464,0.5555556,0.9275607,0.5975747,9161.68150062745,1471,34.2691382105949,1285.11,204.39,1,0,0,2003,9161.68150062745,48350260,42.39,0,42.39,221.76,269.19,47.43,1471,0.5555556,0.778490393181985,-0.434322879284295,0.506058221217751,0.84567156635117,1.47912966981683,0.537806021111151,0.18742784579709,-0.352457340047843,-0.212619414964987,-0.302657273296932,0.398544952061657,0.115895853935778,0.088683481495226,1
"X181",1613070002,181,419363986,1050.876,0.9021608,11789.48,11379.009995367,0.6111111,0.9128103,0.7693813,11712.5168741313,2266,34.1022061302548,2605.77,1073.79,1,0,0,2003,11712.5168741313,76816390,30.87,12.33,43.2,109.71,157.59,47.88,2266,0.6111111,2.32962978525672,0.231145087671055,0.847999655366875,1.76255155673426,1.42875422796104,1.09038536383167,1.23001463832357,0.25931318400821,-0.212619414964987,-0.156283035486195,0.0982934290915461,0.291081758285613,0.262906226764066,1
"X182",1613070003,182,20778567,232.1332,0.614282,1386.342,985.962859090103,0.7777778,0.359735,0.02784514,1311.27091107939,2050,34.0794409484863,1297.8,34.29,1,0,0,2003,1311.27091107939,1.25e+08,28.08,4.14,32.22,34.2,49.68,15.48,2050,0.7777778,-0.555387623672589,-1.50054857581041,-0.494490525065215,-1.11680817509524,-0.460103878736023,-1.29460778483838,0.197445887077329,-0.472151573015332,-0.212619414964987,-0.196052639721565,-0.192030422554553,0.292066896901664,0.255515026350944,1
"X184",1613070005,184,125694044,500.3916,0.7759916,9297.67,9984.88371443069,0.6111111,0.7003817,0.5580554,9426.52257145575,640,34.2827406514486,2809.35,605.52,0,0,2.18550519005,2003,9426.52257145575,0,4.32,20.16,24.48,72.09,172.71,100.62,640,0.6111111,0.204005377633167,-0.933164812001217,0.259623880308161,1.07287336796372,0.703269862261999,0.410700608287808,1.39072959843635,-0.0701942732033472,-0.202390475448659,-0.455659778480231,0.138972667687497,0.34852004702685,0.329636564097118,1.13207547169811
"X185",1613070006,185,450175631,791.0844,0.8463845,11629.78,10020.5032665395,0.1666667,0.7294115,0.7599259,11328.0406124762,6196,34.409926553774,797.94,1818.81,0,0,267.255204136231,2003,11328.0406124762,0,0.09,95.67,95.76,0.81,468.54,467.73,6196,0.1666667,2.55264881200829,-0.318330849760957,0.587893197194775,1.71835011009642,0.802412190740227,1.05997408325712,-0.197165469450684,0.783561258349412,1.03822973926228,0.567302819351788,0.934881341883266,0.165675117174183,0.164170440631781,0.566037735849057
"X186",1674010001,186,13457586,224.2702,0.567309,3462.191,1715.27089386007,0.1111111,0.764084,0,3134.64348009876,932,237.446308186849,314.01,0,0,0,0,2003,3134.64348009876,0,0.45,0.72,1.17,13.77,14.58,0.81,932,0.1111111,-0.608377915410884,-1.51717932636596,-0.713543790694489,-0.54225884008127,0.920825420737036,-1.38416574803165,-0.57920098692478,-0.49628041045481,-0.212619414964987,-0.401897165347231,-0.286464369295153,0.249497869465166,0.140218126039206,0.566037735849057
"X195",1702030041,195,56756844,836.7698,0.7370507,6835.786,3116.16128374948,0.2777778,0.5602239,0.1064322,6138.35636570303,1556,134.741522216797,1315.26,8.1,1,0,0,2003,6138.35636570303,117533815,0,2.52,2.52,2.97,42.75,39.78,1556,0.2777778,-0.294971786714236,-0.221703291395111,0.0780274033630441,0.391478037628259,0.224604124076211,-1.04184924144635,0.211229575079928,-0.490580685075406,-0.212619414964987,-0.287007197556162,-0.210675073577697,0.18208176474342,0.142107495241678,1
"X199",1702031013,199,7002601,829.4006,0.7678755,2538.521,2220.39818023992,0.4444444,0.59375,0,2478.87297129498,2108,134.733706665039,287.64,0.45,0,0,0,2003,2478.87297129498,0,0,0.36,0.36,8.91,9.81,0.899999999999999,2108,0.4444444,-0.655100006113799,-0.237289623201544,0.221775367137324,-0.797910375560176,0.339102178447716,-1.38416574803165,-0.600018618804994,-0.495963759044843,-0.212619414964987,-0.185373764510216,-0.299297700518875,0.169436020621428,0.113336680202299,0.566037735849057
"X200",1702031014,200,13356108,913.2876,0.7768645,1951.843,1920.80676149957,0.2777778,0.496463,0,1946.02370528117,943,134.731763458252,492.48,0,1,0,0.16010634465,2003,1946.02370528117,114457450,0.9,1.71,2.61,24.48,28.62,4.14,943,0.2777778,-0.609112427469448,-0.0598632246445497,0.26369455059892,-0.960289939183216,0.00684843537468912,-1.38416574803165,-0.438308959558008,-0.49628041045481,-0.211870060480238,-0.399871861427837,-0.248690790598913,0.160999936695698,0.120837968550279,1
"X203",1702041014,203,7557621,1000.63,0.5504587,2141.016,1793.52520172454,0.2777778,0.4607411,0,2075.86147532335,733,121.347129058838,404.01,0,0,0,0,2003,2075.86147532335,0,4.5,0,4.5,16.38,16.38,0,733,0.2777778,-0.651082693171642,0.124871567079131,-0.792123256383991,-0.907931014544383,-0.115148696664333,-1.38416574803165,-0.508151048767054,-0.49628041045481,-0.212619414964987,-0.438536754434447,-0.281621602795635,0.137795185707912,0.108041447488617,0.566037735849057
"X206",1702041017,206,41302018,1059.933,0.6620264,7421.951,6893.56967850536,0.2777778,0.8615341,0.6728101,7322.87950221975,812,131.717130077129,569.7,0,1,0,0,2003,7322.87950221975,0,0,0,0,11.7,11.97,0.270000000000001,812,0.2777778,-0.406835994325837,0.25030122499544,-0.271839922899922,0.553715614137177,1.25363618155648,0.779784663848479,-0.377348112618679,-0.49628041045481,-0.212619414964987,-0.423991389922436,-0.293486380719454,0.240623372506333,0.200362654094704,1
"X207",1702041019,207,23367465,914.2989,0.6123526,4005.116,3454.96490751886,0.2777778,0.646567,0.1118517,3901.96267015979,2560,134.742339501014,810.9,6.66,1,0,0,2003,3901.96267015979,120157740,2.79,0,2.79,17.91,20.25,2.34,2560,0.2777778,-0.5366488152669,-0.0577242601225059,-0.503488063453334,-0.391989144302599,0.519482352036049,-1.02441857377774,-0.186934278355972,-0.4915939695873,-0.212619414964987,-0.102152185276942,-0.271209654821671,0.198303613884897,0.139790355939486,1
"X208",1702041020,208,24983734,838.5581,0.6215729,2793.129,1879.17026881344,0.2777778,0.05270743,0,2621.76173790252,1751,134.738244839372,1909.17,2.7,0,0,0.026545217375,2003,2621.76173790252,0,0,0.18,0.18,14.13,27.81,13.68,1751,0.2777778,-0.524950032571307,-0.217920921915461,-0.460490238637342,-0.727440482475835,-1.50866185009002,-1.38416574803165,0.680088116982767,-0.494380501995008,-0.212495173931741,-0.251104082621453,-0.250870035523696,0.21040273029744,0.251566206675811,2.26415094339623
"X210",1702042004,210,28880324,1100.223,0.7450681,7528.748,5430.5593303499,0.2777778,0.7445695,0.5737526,7135.33762444061,839,134.741616439819,419.22,7.56,0,0,1.073806546725,2003,7135.33762444061,0,0,0.18,0.18,0.81,4.23,3.42,839,0.2777778,-0.496745965263316,0.335517165461321,0.115415640262032,0.583274674228488,0.854179664683313,0.461187309372356,-0.496143609218398,-0.490960666767366,-0.207593619433275,-0.419020189393015,-0.314310276667381,0.189401255213566,0.165058659242575,0.566037735849057
"X211",1702042005,211,13750384,870.679,0.6155356,4888.857,2567.53431183015,0.1111111,0.2232184,0.001112493,4453.60899596815,803,134.737712860107,699.21,1.89,0,0,0.6938787526,2003,4453.60899596815,0,0,0.27,0.27,2.52,6.66,4.14,803,0.1111111,-0.606258602242281,-0.149983153185987,-0.488644503440178,-0.147389077595156,-0.926334221347094,-1.3805876512023,-0.27510725160971,-0.494950474532949,-0.209371816275071,-0.425648456765577,-0.307772541893031,0.113305661485315,0.115623759423566,0.566037735849057
"X212",1702042006,212,25617512,1256.97,0.7749227,7211.079,4210.57294746969,0.1111111,0.6375844,0.538667,6648.48411515057,2292,132.743021269767,498.15,44.91,0,0,1.5838026794,2003,6648.48411515057,0,0,0.9,0.9,0.09,9.9,9.81,2292,0.1111111,-0.520362658131008,0.66704714858878,0.254639186215148,0.495350883671201,0.488805052165277,0.348341948443527,-0.433832813454072,-0.464678599740113,-0.205206656630146,-0.151495953494901,-0.299055562193899,0.156074720057619,0.149575566885256,1.13207547169811
"X213",1702042009,213,30995409,1347.105,0.7875497,6509.759,3510.02464860435,0.3333333,0.6944049,0.578032,5947.30880911332,2931,133.192900992729,728.28,0,0,0,1.476156353625,2003,5947.30880911332,0,0.09,0,0.09,1.53,2.25,0.72,2931,0.3333333,-0.481436682094668,0.857688468864087,0.313523770659421,0.301240936544991,0.682857945237126,0.474951088175022,-0.252158121584765,-0.49628041045481,-0.205710479618314,-0.0338442076319309,-0.31963731981685,0.203014226916524,0.18859895167207,0.566037735849057
"X217",1702050010,217,6174849,693.7718,0.8113428,993.8539,916.776519173538,0.1666667,0.06852311,0,979.401891095038,985,48.4458331516811,572.85,0,0,0,0,2003,979.401891095038,0,0,0.9,0.9,1.26,7.11,5.85,985,0.1666667,-0.661091391689989,-0.524153255523678,0.424480197850443,-1.22544024653006,-1.45464827294975,-1.38416574803165,-0.374861364783158,-0.49628041045481,-0.212619414964987,-0.392138882826515,-0.306561850268152,0.150810118706573,0.173455422410235,0.566037735849057
"X220",1702051001,220,30253988,1120.318,0.7731762,2650.388,2545.48226192669,0.5,0.4805724,0.1701476,2630.71817411125,2804,52.3055303272448,778.68,0,0,0,0,2003,2630.71817411125,0,7.83,0.539999999999999,8.37,23.04,23.85,0.809999999999999,2804,0.5,-0.486803191731955,0.378019382479486,0.246494581262909,-0.766948051007664,-0.0474210079186208,-0.836922225527433,-0.212370156216438,-0.49628041045481,-0.212619414964987,-0.0572272619740235,-0.261524121822635,0.176319059540779,0.15343530543955,0.566037735849057
"X223",1702051004,223,23951286,1188.705,0.8778399,8278.584,4785.88526826509,0.2777778,0.730632,0.4946111,7623.7029877997,1015,47.9476808618616,640.35,3.51,1,0,0,2003,7623.7029877997,124993850,6.66,0.18,6.84,18.36,20.7,2.34,1015,0.2777778,-0.532423036629728,0.522662284456158,0.734581892651209,0.790812782814196,0.806580432061479,0.206645527788204,-0.321573911164864,-0.493810529457068,-0.212619414964987,-0.386615326682713,-0.269998963196792,0.166244811015075,0.141056504168119,1
"X224",1702051005,224,33568867,1169.713,0.9189595,10030.67,3310.06117220322,0.3333333,0.6952266,0.3049343,8770.5558447881,1205,48.3282006483812,1021.32,0,0,0,0,2003,8770.5558447881,0,4.5,0.36,4.86,15.75,22.14,6.39,1205,0.3333333,-0.462809630583914,0.482492983355935,0.926338490300273,1.27575164213743,0.685664208156972,-0.403409507776966,-0.0208195229432066,-0.49628041045481,-0.212619414964987,-0.351632804438638,-0.266124749997177,0.147095288111198,0.115142030258274,0.566037735849057
"X226",1702051007,226,302095976,1279.712,0.9035096,11928.95,6225.09253672431,0.5,0.8309489,0.5768449,10859.4767256358,1808,48.3288062704485,5014.17,70.92,0,0,0,2003,10859.4767256358,0,14.67,10.98,25.65,68.31,119.52,51.21,1808,0.5,1.48082741007376,0.715147940797146,0.854289631410151,1.80115378442732,1.14918186409744,0.471133033817718,3.13131098342434,-0.446376148244026,-0.212619414964987,-0.24060932594823,-0.00413108237325793,0.633879113373991,0.59503331415617,0.849056603773585
"X228",1702052008,228,11152724,944.3523,0.7210522,4555.054,3247.52293369093,0.1666667,0.5455499,0.3235698,4309.89192506705,1935,48.4516293661935,414.63,0.36,0,0,0,2003,4309.89192506705,0,1.44,0,1.44,1.71,2.43,0.72,1935,0.1666667,-0.625060831238218,0.00584061317601208,0.00342021050395654,-0.239778404408266,0.174489602856998,-0.343472390452787,-0.499767156064442,-0.496027089326836,-0.212619414964987,-0.217226271606137,-0.319153043166898,0.178502139672005,0.158801451114656,0.566037735849057
"X230",1702052010,230,9372534,1019.186,0.7071929,4353.514,3139.50412918044,0.1666667,0.5148372,0.4187074,4125.88714922133,1063,48.4520336914062,298.17,18.81,0,0,0,2003,4125.88714922133,0,0,0.36,0.36,0,2.07,2.07,1063,0.1666667,-0.637946097222325,0.164118700146515,-0.0612110654276595,-0.29556024257603,0.0695998484717362,-0.03748255958478,-0.59170577604054,-0.483044381518193,-0.212619414964987,-0.377777636852631,-0.320121596466802,0.171994275667406,0.16846180988384,0.566037735849057
"X231",1702052012,231,17617711,1081.968,0.6510441,4859.113,2960.48013988017,0.3333333,0.5857456,0.4178282,4503.11933872753,1066,48.4524424598331,550.26,4.86,1,0,0,2003,4503.11933872753,124997195,0.45,0.09,0.54,1.62,3.06,1.44,1066,0.3333333,-0.578266344650384,0.296906666746884,-0.323054635162719,-0.155621562434205,0.311765618978787,-0.0403103191593242,-0.392694899260748,-0.492860575227167,-0.212619414964987,-0.377225281238251,-0.317458074892067,0.192491937935517,0.177174695406642,1
"X232",1702060021,232,24065858,1249.097,0.8408691,6684.507,2345.09315647482,0.1666667,0.792999,0.6533902,5870.86690433903,882,48.1884769167219,482.58,11.79,0,0,0,2003,5870.86690433903,0,0.45,0.45,0.9,0.63,1.26,0.63,882,0.1666667,-0.531593748354695,0.650395247390272,0.562172753934781,0.349607338530406,1.01957568522208,0.717324690962117,-0.446124452755358,-0.487984143513677,-0.212619414964987,-0.411103092253566,-0.322300841391585,0.223043229798504,0.195802185210954,1.69811320754717
"X233",1702060022,233,9299812,1170.099,0.8832124,7554.696,1579.48277040582,0.3333333,0.865312,0.7573295,6434.34351945109,672,48.448184967041,119.61,0,0,0,0,2003,6434.34351945109,0,0.27,0.18,0.45,0.27,0.45,0.18,672,0.3333333,-0.638472469302214,0.483309398174,0.759635937945171,0.590456509778637,1.26653843381994,1.05162331555995,-0.73266885334547,-0.49628041045481,-0.212619414964987,-0.449767985260176,-0.324480086316368,0.209240325399445,0.180874747889637,0.566037735849057
"X234",1702060023,234,15623034,1099.899,0.8588452,6486.121,1608.35301624533,0.1666667,0.8258016,0.6529273,5571.539503046,1270,48.1601466908174,262.08,0.63,1,0,0,2003,5571.539503046,124970930,0,0.36,0.36,0.54,1.08,0.54,1270,0.1666667,-0.592704097753919,0.334831884629577,0.646002260423155,0.294698458175389,1.13160284848672,0.715835871686575,-0.620196801241789,-0.495837098480856,-0.212619414964987,-0.339665099460402,-0.322785118041537,0.225816806165342,0.189370145409839,1
"X235",1702060024,235,28038643,1097.206,0.8877803,3837.893,2191.13274053746,0.1666667,0.819223,0.5414327,3529.12545135077,1043,48.3475938612415,494.82,5.22,0,0,0,2003,3529.12545135077,0,4.86,0.18,5.04,5.4,5.94,0.54,1043,0.1666667,-0.502838170903596,0.329136016481783,0.78093782226314,-0.43827279183623,1.10913566917006,0.357237233538291,-0.436461661165908,-0.492607254099194,-0.212619414964987,-0.381460007615166,-0.309709648492839,0.288430136197957,0.228571091297352,0.566037735849057
"X238",1702060038,238,80450957,919.0822,0.9044146,2681.776,2864.35698434616,0.2777778,0.8922762,0.5010404,2716.00993456491,778,48.2482488652711,816.21,49.23,0,0,0,2003,2716.00993456491,0,4.59,0.45,5.04,5.31,6.48,1.17,778,0.2777778,-0.12347045918038,-0.0476072730778188,0.858509996415462,-0.758260543136225,1.35862634257414,0.227324002120116,-0.182742332004666,-0.461638746204431,-0.212619414964987,-0.430251420218745,-0.308256818542983,0.409755052728773,0.305680495663864,0.566037735849057
"X239",1702060039,239,196955155,1074.522,0.8989285,4654.781,4217.42456078926,0.3888889,0.9119189,0.8156131,4572.77666764799,1044,47.9820283659573,1619.55,114.03,1,1,0,2003,4572.77666764799,250399930,25.92,6.3,32.22,67.23,90.63,23.4,1044,0.3888889,0.719803337153216,0.281157898002557,0.832926190387132,-0.212176164778631,1.42570992618819,1.23908010347954,0.451449415991202,-0.416040943169197,-0.212619414964987,-0.381275889077039,-0.0818574846905205,0.419655439636492,0.376500205798431,1
"X240",1702060040,240,98720877,1106.483,0.9294596,9807.709,2870.05281212673,0.6666667,1,0.8641245,8506.89846477376,523,48.2069475256878,0,0,0,0,0,2003,8506.89846477376,0,6.75,0,6.75,13.86,13.86,0,523,0.6666667,0.00876979534771096,0.348757467951179,0.975304517474053,1.21404094242659,1.72652375711103,1.39510669108707,-0.827094221157088,-0.49628041045481,-0.212619414964987,-0.477201647441056,-0.28840147589496,0.195741048844971,0.158586522683953,0.566037735849057
"X241",1702060041,241,52663208,1156.927,0.9509281,14525.71,5288.87900417232,0.6111111,1,0.9933169,12793.8041882823,436,47.4257419646732,0,0,1,0,0,2003,12793.8041882823,114948,0.36,0,0.36,4.41,4.41,0,436,0.6111111,-0.324602100726851,0.455449771273613,1.07542043583486,2.51987982432274,1.72652375711103,1.81062653419255,-0.827094221157088,-0.49628041045481,-0.212619414964987,-0.49321996025808,-0.313826000017429,0.143036550620419,0.128181332412214,1
"X245",1703091013,245,72460472,359.5573,0.7903871,2135.919,5835.07533637308,0.1666667,0.8877957,0.8512597,2829.51081306995,882,46.1836969686109,0,781.02,0,0,4.673700444,2003,2829.51081306995,0,0.09,0,0.09,0.09,0.36,0.27,882,0.1666667,-0.18130671517947,-1.2310384115136,0.32675566421309,-0.909341752011591,1.3433245767078,1.35372980144354,-0.827094221157088,0.0532997766837443,-0.190744839065208,-0.411103092253566,-0.324722224641344,0.475897902979809,0.416383888330891,1.13207547169811
"X248",1703091016,248,45299117,361.9463,0.8410847,1210.47,7401.33662870875,0.6111111,0.9528559,0.4033376,2371.25749288289,882,46.1820787537773,64.44,151.47,1,0,0,2003,2371.25749288289,121540000,4.14,0.45,4.59,8.1,8.64,0.54,882,0.6111111,-0.377904428717779,-1.22598552291164,0.563178180117262,-1.16548567555292,1.56551762382694,-0.0869162482890893,-0.776222465436156,-0.389695545859951,-0.212619414964987,-0.411103092253566,-0.302445498743562,0.406995310926184,0.261595819826052,1
"X249",1703091017,249,47448292,528.3378,0.9021281,1918.977,6546.11569637644,0.2222222,0.9090702,0.5240886,2786.56550557058,2108,46.311174092974,307.08,124.11,1,0,0,2003,2786.56550557058,124931275,0.99,9.09,10.08,4.23,28.44,24.21,2108,0.2222222,-0.362348397327088,-0.874056802186186,0.847847162620275,-0.969386524939006,1.41598106993924,0.301453629310753,-0.584671832162925,-0.408947951585938,-0.212619414964987,-0.185373764510216,-0.249175067248865,0.385482226281999,0.27716473854666,1
"X251",1703111002,251,398929322,367.6373,0.6084208,11310.76,5022.29757026046,0.3333333,0.504829,0.454213,10131.6732944238,903,30.168869462922,27.09,4887.54,0,0,560.218940192863,2003,10131.6732944238,0,0.18,101.52,101.7,0.45,971.37,970.92,903,0.3333333,2.18172080872283,-1.21394869200592,-0.521823567462045,1.63005239246081,0.0354199281183131,0.0767136419051369,-0.805708189771613,2.9429338834777,2.40940394202505,-0.407236602952905,2.2877081635236,0.0673980288149532,0.0682795674421096,0.566037735849057
"X253",1703111007,253,181587773,374.4799,0.7099782,3953.475,6363.95596097617,0.5,0.5970358,0.5710172,4405.44018018303,1135,30.1848470302815,54.18,1745.91,0,0,38.5590286729688,2003,4405.44018018303,0,0.09,55.8,55.89,0.36,397.17,396.81,1135,0.5,0.608572061531297,-1.1994761530575,-0.0482221343234674,-0.406282237012838,0.350323814935524,0.452389477775213,-0.784322158386137,0.732263729934775,-0.0321494833904369,-0.364521102107508,0.742865650177381,0.0478136639446498,0.0504248649424175,0.566037735849057
"X254",1703111010,254,104646501,191.346,0.3799436,2852.74,2941.63877993123,0.2777778,0.2405945,0.2182656,2869.40852123711,1217,29.7866012154556,52.83,156.96,0,0,43.1372498340938,2003,2869.40852123711,0,0,78.48,78.48,0,411.57,411.57,1217,0.2777778,0.05166029656489,-1.58681612624401,-1.58730111375103,-0.710941469103707,-0.866991510964296,-0.682160925245455,-0.785387907458503,-0.385832398658355,-0.0107217844022464,-0.349423381981117,0.781607782173524,0.0249098255610225,0.0310605194295131,0.566037735849057
"X255",1703111012,255,187832151,328.1752,0.6186727,4358.905,4915.95482478251,0.3888889,0.5632918,0.5078773,4463.35184214672,3096,30.1388979889626,918.63,795.87,1,0,89.9363818006875,2003,4463.35184214672,120961539,0,45.18,45.18,0.99,674.46,673.47,3096,0.3888889,0.653769749101336,-1.29741357074155,-0.474014992878673,-0.294068132376752,0.235081590319119,0.249313435053692,-0.101887502381173,0.0637492732126521,0.208314753457441,-0.00346464884102322,1.48889382942812,0.0230286022734802,0.0260767478295945,1
"X257",1703120002,257,189528905,199.2467,0.5137167,7337.36,5701.53489760757,0.4444444,0.306378,0.2402758,7030.64279330142,4485,30.1636048022184,1596.78,1408.32,0,0,114.574961295125,2003,7030.64279330142,0,0.18,77.31,77.49,11.97,553.14,541.17,4485,0.4444444,0.666051093564342,-1.57010563776452,-0.963465412212887,0.530302686319129,-0.64232825577661,-0.611369804012934,0.433473781637297,0.494711842177605,0.323632045113504,0.252276000616981,1.16249136736061,0.0392637839800992,0.0475129524727562,0.566037735849057
"X258",1703120005,258,90648653,317.9565,0.7419979,8753.619,6206.94763736248,0.3888889,0.7151622,0.6470454,8276.11811950547,937,30.1908993530273,752.49,243.72,0,0,7.01563918811875,2003,8276.11811950547,0,7.11,15.75,22.86,33.03,159.03,126,937,0.3888889,-0.0496580990474349,-1.31902677825803,0.101098110273847,0.922292020156777,0.753748101384296,0.696917992885948,-0.233045688220336,-0.324782006816736,-0.179783735026838,-0.400976572656597,0.10216764229116,0.161941167498481,0.152188032919209,1.13207547169811
"X259",1703120006,259,122951420,430.434,0.7974734,6391.914,7772.69026560163,0.5555556,0.6262067,0.6925982,6650.8095498003,1208,30.208561801234,480.96,997.56,0,0,2.974655917625,2003,6650.8095498003,0,0.45,15.12,15.57,0.63,64.08,63.45,1208,0.5555556,0.184153878785069,-1.08112963396041,0.35980182171269,0.268624033107063,0.449948026945443,0.843428873626729,-0.447403351642197,0.205672435159817,-0.198696970121661,-0.351080448824258,-0.15328829055841,0.236606367342665,0.241594130553082,1.69811320754717
"X260",1703120007,260,144630132,402.5268,0.7629633,3008.535,7528.4534989738,0.4444444,0.657259,0.6779144,3856.01971855759,2020,30.3097942104001,816.66,1669.5,0,0,0.614678061,2003,3856.01971855759,0,2.79,26.82,29.61,3.78,97.92,94.14,2020,0.4444444,0.341067449984131,-1.14015515626792,0.198867878762638,-0.667820840556785,0.555997580390678,0.796201557838864,-0.182387082313877,0.678496320522395,-0.209742503605267,-0.201576195865367,-0.062244280367473,0.317830052986658,0.311210018580616,1.69811320754717
"X261",1703131013,261,42589811,93.93927,0.3451883,5162.084,3161.98122505128,0.1666667,0,0.04773678,4787.06472969711,635,34.1617823174659,0,532.8,0,0,5.00084237035625,2003,4787.06472969711,0,0,51.39,51.39,0,173.07,173.07,635,0.1666667,-0.397514767188582,-1.79283762300887,-1.74937851913126,-0.0717658549244022,-1.68866782113712,-1.23063056069895,-0.827094221157088,-0.121365141053999,-0.189213698808397,-0.456580371170865,0.1399412209874,0.0359601730422104,0.0498830860236242,0.566037735849057
